ELMO2	-0.553166666666667
CREB3L1	-0.58825
RPS11	1.609375
PNMA1	-0.23575
MMP2	0.177
C10orf90	0.05425
ZHX3	-0.417166666666667
ERCC5	0.72825
GPR98	-0.118875
RXFP3	0.608
APBB2	-0.016
PRO0478	-0.4255
KLHL13	1.9405
PRSSL1	-0.487166666666667
PDCL3	0.015
DECR1	-0.161625
SALL1	-4.59366666666667
CADM4	0.672166666666667
RPS18	1.49292857142857
HNRPD	-0.230916666666667
CFHR5	1.0225
SLC10A7	0.25525
OR2K2	0.358
LMAN1	-1.095
SUHW1	-4.057
CHD8	-0.3019
SUMO1	0.3778
GP1BA	0.8427
DDB1	-0.480333333333333
MYO9B	-0.5283
MMP7	7.05525
CRNKL1	-0.1185
C9orf45	-0.096
XAB2	0.309375
RTN1	1.755375
KLHL14	-0.41475
TBX10	-1.689
CENPQ	-1.87825
UTY	-2.11153846153846
ZBTB12	0.1695
DTNBP1	0.409625
KBTBD8	-1.11166666666667
ZEB1	-0.396333333333333
ZG16	-0.504
MIER1	0.2111
ADAM5P	0.4845
CHD9	0.3804375
STK16	0.98275
KIAA1486	0.1875
TOB2	0.721916666666667
BANK1	2.31475
OR2V2	-0.08675
GRM2	-0.0371666666666666
PROSC	-0.001875
SPIN2B	0.1895
PIR	-1.736
IPO9	-1.0067
EVC	1.09433333333333
CXCL13	3.1085
KIAA1199	-4.5536
SORL1	1.19075
NAT10	-0.84525
CHD1	-0.818
SYN3	-0.68725
SLC22A2	-0.86025
SERPINF1	0.6175
WDR34	-0.9715
OR7A17	-0.1525
C9orf11	-0.0885
RNF216L	-0.4412
LHB	-0.0435
STK25	-0.286125
TAOK3	0.5105
LOC152573	-3.2865
C3orf39	0.48525
C14orf108	0.2554
CDC25B	-2.24518181818182
BMP3	0.556
TMEM180	-0.062
MAP1LC3C	1.52675
CRYGC	-1.1905
POU3F1	-1.4558
C20orf32	-2.1465
CCDC95	-0.356
HIGD1B	4.3565
USP6NL	-0.129375
ABCD4	0.237
DIMT1L	-0.16425
TEK	1.45425
SLC25A46	-0.56375
LARP7	-1.587
CD160	0.979
MT1JP	0.509333333333333
PHF20	-0.52225
CPNE4	-0.98225
GTPBP1	-0.315142857142857
RAB33B	1.1945
ALDOC	-1.02525
ZNF212	0.1185
NUDT1	-1.36733333333333
RFPL2	-1.30075
ZNF83	0.4665
GDPD5	-0.059625
PDCD4	2.55535
CEP350	-0.57925
OR10A2	0.22625
CST7	0.33575
CIAO1	-1.081
SELL	-0.0559999999999999
OR8J3	1.171
LTBP4	0.831
SIRT6	-0.6535
CCL19	4.37775
PPIL1	-1.17066666666667
GBP7	-0.079
STK17A	-1.225
ABR	0.22075
OR9G1	-0.2515
FOXE1	-1.355375
CNGA3	0.316
GML	0.092
CD38	-1.185
ZDHHC6	0.0438333333333333
NEFH	-0.6465
CTDSP2	0.85625
PGBD5	-1.52816666666667
CCNY	0.177785714285714
RMND5B	0.112666666666667
ZNF257	-1.8185
FLJ22167	-0.102375
EXOSC7	0.017
ROR2	0.899125
MAOA	1.686125
TNNT3	2.539
GYPC	0.2215
C7orf33	0.4365
PLIN	4.3515
LOC90826	-0.42175
RNF4	-0.5103
F8A1	-0.513666666666667
PLEKHG4	0.44325
GRB2	-0.79305
HIST1H2AD	-2.04425
DUS3L	-0.841833333333333
EIF1	-0.241333333333333
RP5-1077B9.4	-0.704333333333333
FPGT	0.86775
GDF10	3.12916666666667
COQ9	-0.4215
GCC2	0.318857142857143
RARRES3	2.260375
PLXNA1	-0.1541
KIAA0100	-0.5992
PMF1	-0.0225
FNDC1	3.27775
HS2ST1	-0.110583333333333
CRELD2	-0.06175
C8G	-1.4505
CD82	1.47225
LIM2	-2.2665
UNQ6490	-0.013
MMP16	0.616
DRD3	-0.4325
C5orf26	1.52475
C11orf73	-0.48825
PTP4A2	-0.102
OR4M2	1.452
HPCA	-1.5015
SEC14L1	-0.634166666666667
CHFR	-0.783375
EMILIN1	0.8905
NDUFS4	0.191
COL18A1	0.137375
PDZD3	-0.23
C9orf16	-0.145666666666667
ERBB2IP	0.2525
EMX2	4.5545
FUS	-1.021
