3164	684
1547	240
10985	240
5137	5137
5162	5162
3513	3513
133	79
13017	6574
15614	15614
3570	331
16127	16127
15002	331
624	624
5083	88
10967	10967
10107	684
879	240
4368	331
9001	88
9340	4631
17030	17030
17812	79
5594	349
17452	17452
3795	260
8059	260
15798	79
240	349
54	54
10139	10139
6103	331
136	79
15246	79
13365	79
13061	13061
7884	331
12573	260
15120	79
11630	142
17502	17502
16833	142
16618	331
3443	3443
14761	1355
12561	331
7523	240
5382	2596
1837	331
5464	5464
5217	5217
260	260
16276	331
2826	1355
3925	3925
14608	14608
5263	1355
10895	142
13256	13256
14166	260
2065	2065
3238	331
5757	331
12009	12009
3504	3504
8249	390
13229	13229
1971	1355
3274	3274
562	79
697	349
17604	390
6549	11
1151	1151
4092	4092
1569	1569
10978	1781
12847	12847
12659	1144
13230	240
1221	675
16903	5464
16666	260
15958	6593
15237	331
15088	15088
2097	260
6114	6114
4449	331
5553	260
12922	4631
4257	4257
15625	2076
9868	79
5221	79
10063	331
13848	13848
5977	331
13849	1598
354	354
10834	10834
15645	331
11299	79
13967	331
16501	16501
4861	675
12993	12993
11962	331
16805	331
2471	79
13577	684
17115	79
15434	15434
360	360
5170	331
8275	8275
4547	79
1598	1598
17042	14142
14663	79
15001	260
6841	6841
11132	11132
16489	79
5145	5145
2220	349
16621	16621
4320	4320
15506	4631
3258	79
17123	240
10800	5614
17085	17085
2507	2507
15338	349
17496	79
3581	260
14414	2076
10338	79
2226	260
15595	15595
7784	349
3295	240
8902	8902
6157	1355
8378	8378
10745	260
8624	240
13911	79
11745	331
10429	10429
13882	331
8613	684
11617	331
7998	7998
10798	88
12674	240
6913	260
15061	2065
15586	79
9176	142
12217	12217
2647	79
1179	675
684	684
13036	3236
16540	4631
818	818
7011	349
16929	16929
3515	260
343	343
9872	142
3138	331
12490	240
15810	15810
14918	349
17566	240
12130	79
10474	79
12285	12285
8548	260
16025	16025
15876	5938
14007	331
15754	15754
16456	778
15694	260
4118	79
15998	15998
7118	3859
14710	260
2788	331
11196	1144
13337	13337
7246	684
4259	260
10845	79
6548	331
15161	331
651	79
9736	9736
3600	331
13151	331
8253	240
4015	4015
11116	331
13768	6067
5614	5614
14820	14820
14476	14476
1364	240
5861	331
5422	5422
13850	260
15310	1355
12574	240
1772	11
3679	240
3257	79
8188	8188
6946	6946
6541	142
945	260
17190	6796
8508	79
17299	331
11466	79
2383	2383
8752	79
15882	2065
13533	13533
5244	5244
6919	6919
5434	349
649	260
13316	4631
