5531	5531
672	672
3318	349
5530	5530
17604	260
684	684
2647	79
7784	240
8057	390
16325	16325
16929	16929
10382	79
5137	5137
3504	3504
16940	16940
1821	390
3425	684
651	79
16457	16457
6470	240
3238	331
1867	88
2195	1144
5444	260
3795	390
14860	14860
15614	15614
6444	6444
13256	13256
4861	240
8932	8572
778	778
3806	331
4687	4687
6153	6153
15088	15088
4092	4092
17702	17702
4416	4416
13667	13667
4262	2383
4365	4365
5170	331
5977	331
7361	260
17092	17092
17123	240
13768	6067
15882	2065
15013	331
17622	684
13093	13093
3918	3918
11282	11
16805	331
13931	331
10587	10587
2788	331
1061	260
4368	331
9768	11
5434	260
16837	3925
10219	10219
11684	11684
79	79
92	92
1881	1881
14995	14995
136	79
6157	1355
3274	3274
11	11
6593	6593
11623	687
17742	240
6716	331
5185	5185
5995	260
3132	1355
15310	1355
6354	6354
1401	142
12490	260
9338	390
8669	260
240	240
11030	778
945	240
8378	8378
6622	260
12011	260
8508	79
16489	79
2765	331
4962	4962
7597	240
1355	1355
12659	1144
11281	11281
7523	349
6345	260
5553	390
8548	240
5503	79
11962	331
1906	79
9790	1144
17771	17771
14872	14872
11617	331
17357	331
14142	14142
13973	13973
331	331
6774	240
17160	349
16502	16502
17452	17452
9432	331
10131	10131
6796	6796
6841	6841
10900	10900
1598	1598
11299	79
1651	240
13561	649
14710	390
15869	331
818	818
6067	6067
1585	1585
5259	260
11025	1598
13230	349
5221	79
5297	79
5644	1355
13785	260
15810	15810
6668	6668
9736	9736
2370	79
4054	142
16998	349
12761	240
15958	6593
9109	684
5217	5217
13072	240
10269	240
6890	240
8738	8738
7328	7328
15586	79
5422	5422
2400	331
2563	1812
1569	1569
13498	240
15397	15397
12574	240
4259	240
10608	10608
10839	10839
13859	1144
8616	240
2509	240
2048	2048
13316	4631
17566	240
4968	240
13849	1598
17299	331
10967	10967
10084	2383
3221	79
2851	2851
15518	331
17039	331
9001	88
10745	240
11689	11689
5382	2596
8160	79
1837	331
2656	349
649	240
14294	14294
12130	79
4588	4588
343	343
5957	5957
54	54
6549	11
1772	11
17650	88
1004	142
15295	260
2439	684
6058	331
15157	331
7115	7115
10243	331
3408	3408
3236	3236
2826	1355
796	260
14242	14242
10845	79
14058	331
12982	1355
1340	1340
16025	16025
10612	10612
12765	6153
14958	331
14820	14820
15161	331
2314	240
5214	4631
11128	11128
10895	142
16419	142
6412	6153
13369	13369
9990	9990
354	354
13036	3236
16811	240
13419	331
3577	88
183	79
8255	240
8095	649
16833	142
1151	1151
11545	11545
12993	12993
8421	331
688	688
16977	649
10792	260
17093	17093
14761	1355
244	244
15120	79
9585	649
8059	260
5861	331
16859	649
6578	260
673	331
7299	88
10474	79
3913	3913
11833	11833
17473	2596
8253	240
6599	260
5098	5098
8613	684
7849	7849
11745	331
12308	684
14265	260
5614	5614
10435	979
2226	349
10798	88
13882	331
2276	684
9872	142
10909	331
17502	17502
16786	16786
12285	12285
15609	1598
3955	142
10508	331
1812	1812
10567	10567
6574	6574
1221	349
9070	331
9215	331
7238	79
7123	79
10217	1144
4904	684
13029	13029
855	240
3403	240
12922	4631
1376	1376
6730	5531
13337	13337
10894	79
5263	1355
12210	12210
9275	240
10136	79
9439	331
349	240
13577	684
15565	15565
4038	4038
16603	16603
2596	2596
2471	79
4943	331
6665	684
3164	684
15061	2065
17125	17125
2415	1355
8198	240
1071	142
15754	15754
4396	331
15256	331
10338	79
4965	4965
11529	684
12966	649
6279	6279
3570	331
1679	1679
5162	5162
4175	1355
142	142
12217	12217
11811	684
893	893
11351	240
2147	1004
3859	3859
8328	8328
10978	1781
14723	331
5026	331
17300	649
17392	260
390	240
12717	12717
7118	5978
10314	331
7469	7469
15694	349
13967	331
2156	331
9510	9510
7792	7792
147	79
3057	79
14350	240
12865	649
15237	331
5307	142
11196	1144
14628	331
17085	17085
13017	6574
7532	79
15467	15467
3339	3339
15838	684
17115	79
1364	240
3066	3066
14746	390
10057	10057
14131	1004
16276	331
14918	240
11630	1004
15505	15505
17672	649
1144	1144
17225	5978
16666	260
16558	88
7884	331
3600	331
1251	1251
687	687
2507	2507
7341	331
588	588
15003	15003
2740	2740
13848	13848
2383	2383
15246	79
2005	2005
7134	11
17242	17242
2614	893
16127	16127
88	88
3295	240
1196	1196
16073	16073
293	293
4449	331
1179	349
5757	331
1424	1004
11290	11290
10775	684
17344	649
15090	349
15506	4631
6831	79
17527	331
12134	649
11655	331
15014	15014
697	240
2065	2065
3581	260
11354	390
16618	331
11762	11762
15353	240
1106	684
9388	260
4294	331
12576	79
13807	331
15847	260
6254	142
8624	240
6809	240
5176	240
8902	8902
8249	240
14663	79
3499	240
11353	1004
1641	1641
1008	142
5125	240
12758	649
176	176
17670	17670
6946	6946
260	349
14007	331
7547	7547
8423	8423
16061	16061
5516	1144
16540	4631
15396	979
3667	1355
7998	7998
10263	88
6802	331
14373	390
17496	79
4507	4507
2333	331
10858	2065
9307	240
675	649
6114	6114
16999	16999
11771	11771
2964	2964
13007	13007
12674	240
17203	17203
15252	331
3679	240
13037	13037
15365	331
5182	79
9042	5531
360	360
16773	79
10107	684
14414	2076
16255	79
9173	684
3072	3072
7246	684
4041	349
15001	240
2203	2203
13412	13412
16269	1144
8752	79
5083	88
10403	10403
15895	240
11674	240
16509	260
927	79
4027	4027
17812	79
13187	240
1077	1077
9889	331
12262	12262
15625	15625
13516	3236
7918	240
13403	13403
8673	331
8301	1355
1272	1144
8558	331
11434	331
16556	142
12861	331
7524	142
10699	10699
6780	79
8246	79
3443	3443
13365	79
13945	13945
11517	79
16344	684
13453	13453
12394	240
4118	79
12847	12847
10959	79
1421	390
9353	9353
13533	13533
6754	649
14990	331
11778	1004
7451	331
16461	331
9329	684
8639	349
3515	260
3258	79
10110	1355
5145	5145
6919	6919
13793	649
3712	390
4922	1781
16544	16544
8690	349
16501	16501
1599	1599
1781	1781
11116	331
339	240
5211	5211
1305	79
9868	79
12525	79
10800	5614
16913	390
11785	331
7011	240
13236	1004
13061	13061
9444	349
802	802
11562	11562
15483	15483
16621	16621
4163	390
249	79
10985	240
2749	2749
6273	331
7350	7350
8572	8572
12561	331
8822	240
10834	10834
15544	7433
979	979
133	79
10598	1355
5594	240
3138	331
7255	331
11132	11132
15004	9826
8188	8188
2271	2271
7265	7265
